"Region","Major RGI region","Mountain range region","Country","Glacier","RGI glacier ID","RGI glacier Area","Lake name","Lake type","Longitude","Latitude","River","Date","Min. date","Max. date","Outburst mechanism","Mean lake volume","Min. lake volume","Max. lake volume","Lake volume determination method","Mean flood volume","Min. flood volume","Max. flood volume","Flood volume determination method","Peak discharge","Min. peak discharge","Max. peak discharge","Peak discharge determination method","Impact and destruction","Reported impacts (categorized)","Occurrence of economic losses","Damage to buildings","Damage to bridges","Damage to roads or paths","Damage to railroads","Damage to utilities","Damage to flood protection measures","Damage to the environment","Resettlement","Reported fatalities","Further comments","Year of First Reference Found","References","Reference comments","Lake area before","Perimeter before","Image date before","Satellite before","Scenename before","Certainty level before","Lake area after","Image date after","Perimeter after","Satellite after","Scenename after","Certainty level after","Lake area comments"
"Iceland","Iceland","Iceland","Iceland","Skeiðarárjökull","RGI60-06.00475","1561.218","Norðurdalslón 4","ice","-17.1344019","64.10067287","Skeiðará","","1994-08-30","1995-07-23","subglacial","","","","","","","","","","","","","","","","","","","","","","","","","","2023","Georg Veh","","341365","","1994-08-30","Landsat 5","1994-08-30-00_00_1994-08-30-23_59_Landsat_4-5_TM_L2_False_color","2","320783","","1995-07-23","Landsat 5","1995-07-23-00_00_1995-07-23-23_59_Landsat_4-5_TM_L2_False_color","2","lake was likely much emptier and refilled"
"Iceland","Iceland","Iceland","Iceland","Brúarjökull","RGI60-06.00377","1428.724","Lagoon southwest of Hnútulón","ice","-16.29814073","64.74515005","Kverká","1995","1995-08-17","1995-08-24","subglacial","","","","","","","","","","","","","","","","","","","","","","","","","","2023","Georg Veh","","362394","","1995-08-17","Landsat 5","1995-08-17-00_00_1995-08-17-23_59_Landsat_4-5_TM_L2_False_color","2","0","0","1995-08-24","Landsat 5","1995-08-24-00_00_1995-08-24-23_59_Landsat_4-5_TM_L2_False_color","2",""
"Iceland","Iceland","Iceland","Iceland","Brúarjökull","RGI60-06.00377","1428.724","Thorbergsvatn","ice","-16.535632","64.646849","Kreppa","1995","1995-08-01","1995-09-18","subglacial","","","","","","","","","","","","","","","","","","","","","","","","","","2023","Georg Veh","","779031","","1995-08-01","Landsat 5","1995-08-01-00_00_1995-08-01-23_59_Landsat_4-5_TM_L2_False_color","2","479136","","1995-09-18","Landsat 5","1995-09-18-00_00_1995-09-18-23_59_Landsat_4-5_TM_L2_False_color","2",""
"Iceland","Iceland","Iceland","Iceland","Skaftárjökull","RGI60-06.00416","757.308","Eastern Skaftár cauldron","ice – volc","-17.51142","64.486","Skaftá, Djúpá, Hverfisfljót","1995-07-25","","","subglacial","","","","","378","","","gaged at Skaftá – baseflow removed","1759","","","gaged at Skaftá – baseflow removed","","","","","","","","","","","","","gaged at Djúpá: V0 = 7 *106 m³, Qp = 96 m³/s; gaged at Hverfisfljót: V0 = 70 *106 m³, Qp = 410 m³/s","2002","Zóphóníasson, S. (2002). Rennsli í Skaftárhlaupum 1955-2002. National Energy Authority report.; GLACIER RISKS DATA BASE (http://www.nimbus.it/glaciorisk/Glacier_view.asp?IdGlacier=3964&Vista=paese&Paese=Iceland&IdTipoRischio=), accessed 20/07/2020); Bergur Einarsson (2020, pers. Comm.); Flow charts in Oddur Sigurðssons collection of articles about jökulhlaups","","","","","","","","","","","","","",""
"Iceland","Iceland","Iceland","Iceland","Nauthagajökull","RGI60-06.00234","264.536","Ólafesfellslón","ice","-18.797171","64.683889","Miklakvísl","1995-08","1995-07-14","1994-08-24","subglacial","","","","","","","","","","","","","","","","","","","","","","","","","no clear peak can be seen on the watershed graphs","unknown","Bergur Einarsson (2020, pers. Comm.); Table from Oddur Sigurðsson","","449483","","1995-07-14","Landsat 5","1995-07-14-00_00_1995-07-14-23_59_Landsat_4-5_TM_L2_False_color","2","76160","","1995-08-24","Landsat 5","1995-08-24-00_00_1995-08-24-23_59_Landsat_4-5_TM_L2_False_color","2",""
"Iceland","Iceland","Iceland","Iceland","Entujökull","RGI60-06.00339","106.223","unknown","ice – volc","-19.280466","63.736527","Syðri-Emstruá","1995-08","","","subglacial","","","","","","","","","","","","","","","","","","","","","","","","","","unknown","Bergur Einarsson (2020, pers. Comm.); Table from Oddur Sigurðsson","","","","","","","","","","","","","",""
"Iceland","Iceland","Iceland","Iceland","Sandfellsjökull/Kötlujökull","RGI60-06.00328","145,022","unknown","unknown","","","Leirá","1995-08-07","","","unknown","","","","","","","","","","","","","","","","","","","","","","","","","Reynir Ragnarsson flew over this area in August and observed a small crack east of Kötluketil; unsure if the water originated from there","1995","Bergur Einarsson (2020, pers. Comm.); Reynir Ragnarsson; Table from Oddur Sigurðsson","","","","","","","","","","","","","",""
"Iceland","Iceland","Iceland","Iceland","Skeiðarárjökull","RGI60-06.00475","1561.218","Grænalón","ice","-17.34175","64.1622","Súla","1995-08-10","","","subglacial","","","","","","","","","","","","","","","","","","","","","","","","","","unknown","Bergur Einarsson (2020, pers. Comm.); Table from Oddur Sigurðsson","","9577335","15327","1995-07-23","Landsat 5","1995-07-23-00_00_1995-07-23-23_59_Landsat_4-5_TM_L2_False_color","2","9020924","14564","1995-08-17","Landsat 5","1995-08-17-00_00_1995-08-17-23_59_Landsat_4-5_TM_L2_False_color","2","before image is the same as for glof ID 366 after image"
"Iceland","Iceland","Iceland","Iceland","Skaftárjökull","RGI60-06.00416","757.308","Eastern Skaftár cauldron","ice – volc","-17.51142","64.486","Skaftá","1995-10","","","subglacial","","","","","28","","","gaged at Skaftá","45","","","gaged at Skaftá","","","","","","","","","","","","","Magnússon et al. (2007): Qp = 60 m³/s","2002","Magnússon, E., Rott, H., Björnsson, H., & Pálsson, F. (2007). The impact of jökulhlaups on basal sliding observed by SAR interferometry on Vatnajökull, Iceland. Journal of Glaciology, 53(181), 232-240.; Hydrometric data by Oddur Sigurðsson and others - Bergur Einarsson (2020, pers. Comm.); Zóphóníasson, S. (2002). Rennsli í Skaftárhlaupum 1955-2002. National Energy Authority report.","","","","","","","","","","","","","",""
"Iceland","Iceland","Iceland","Iceland","Skeiðarárjökull","RGI60-06.00475","1561.218","unknown","unknown","-17.254449","64.072003","Skeiðará","1996","","","unknown","","","","","","","","","","","","","","","","","","","","","","","","","small; in spring","unknown","Bergur Einarsson (2020, pers. Comm.); PJ/ÁSn; From a graph from Oddur Sigurðssons collection of articles about jökulhlaups","","","","","","","","","","","","","",""
"Iceland","Iceland","Iceland","Iceland","Skeiðarárjökull","RGI60-06.00475","1561.218","Grímsvötn","ice – volc","-17.28979","64.41522","","1996-03-21","","","subglacial","","","","","1150","","","unknown","3000","","","unknown","","","","","","","","","","","","","not connected with an eruption","1997","Björnsson, H. (1997). Grímsvatnahlaup fyrr og nú. Vatnajökull: Gos og hlaup, Vegagerðin, 61-77. CITED IN GLACIER RISKS DATA BASE (http://www.nimbus.it/glaciorisk/Glacier_view.asp?IdGlacier=3963&Vista=paese&Paese=Iceland&IdTipoRischio, accessed 19/07/2020)","","","","","","","","","","","","","",""
"Iceland","Iceland","Iceland","Iceland","Eyjabakkajökull","RGI60-06.00472","129.639","Háöldulón","ice","-15.64954","64.66871","Jökulsá í Fljótsdal","1996-06-29","1996-06-29","1996-06-30","subglacial","","","","","9","","","gaged at Jökulsá in Fljótsdal","96","","","gaged at Jökulsá in Fljótsdal","","","","","","","","","","","","","","unknown","Bergur Einarsson (2020, pers. Comm.)","","735920","5849","1996-06-25","Landsat 5","1996-06-25-00_00_1996-06-25-23_59_Landsat_4-5_TM_L2_False_color","1","0","0","1996-08-12","Landsat 5","1996-08-12-00_00_1996-08-12-23_59_Landsat_4-5_TM_L2_True_color","1","much ice, after-image no lake detectable"
"Iceland","Iceland","Iceland","Iceland","Sandfellsjökull/Kötlujökull","RGI60-06.00328","145,022","unknown","unknown","","","Leirá","1996-07-24","1996-07-24","1996-07-25","unknown","","","","","","","","","","","","","","","","","","","","","","","","","no hlaup in the river for a long time","unknown","Bergur Einarsson (2020, pers. Comm.); Einar Örn Hreinsson; Heiðrún Guðmundsdóttir; Gissur Jóhannesson","","","","","","","","","","","","","",""
"Iceland","Iceland","Iceland","Iceland","Skaftárjökull","RGI60-06.00416","757.308","Western Skaftár cauldron","ice – volc","-17.61414","64.49656","Skaftá","1996-08","","","subglacial","","","","","147","","","gaged at Skaftá","521","","","gaged at Skaftá","","","","","","","","","","","","","","2002","Bergur Einarsson (2020, pers. Comm.); Zóphóníasson, S. (2002). Rennsli í Skaftárhlaupum 1955-2002. National Energy Authority report.","","","","","","","","","","","","","",""
"Iceland","Iceland","Iceland","Iceland","Brúarjökull","RGI60-06.00377","1428.724","Lagoon southwest of Hnútulón","ice","-16.29814073","64.74515005","Kverká","1996","1996-06-25","1996-08-12","subglacial","","","","","","","","","","","","","","","","","","","","","","","","","","2023","Georg Veh","","563003","","1996-06-25","Landsat 5","1996-06-25-00_00_1996-06-25-23_59_Landsat_4-5_TM_L2_False_color","2","0","0","1996-08-12","Landsat 5","1996-08-12-00_00_1996-08-12-23_59_Landsat_4-5_TM_L2_True_color","1","lake area ice-covered afterwards, but probably empty"
"Iceland","Iceland","Iceland","Iceland","Brúarjökull","RGI60-06.00377","1428.724","Hnútulón","ice","-16.221377","64.77991","Kverká","1996-08-10","1996-08-10","1996-08-12","subglacial","","","","","84","","","gaged at Kreppa","1000","","","gaged at Kreppa","","","","","","","","","","","","","","unknown","Bergur Einarsson (2020, pers. Comm.); Tables from Oddur Sigurðsson","","3181284","","1996-06-25","Landsat 5","1996-06-25-00_00_1996-06-25-23_59_Landsat_4-5_TM_L2_False_color","2","439105","","1996-08-12","Landsat 5","1996-08-12-00_00_1996-08-12-23_59_Landsat_4-5_TM_L2_True_color","2",""
"Iceland","Iceland","Iceland","Iceland","Koeldukvislarjoekull","RGI60-06.00424","319.463","Lake west of Hamarslón","ice","-17.92481549","64.5001799","","","1996-08-17","1997-06-01","","","","","","","","","","","","","","","","","","","","","","","","","","","2023","Georg Veh","","712531","","1996-08-17","Landsat 5","1996-08-17-00_00_1996-08-17-23_59_Landsat_4-5_TM_L2_False_color","2","0","0","1997-06-01","Landsat 5","1997-06-01-00_00_1997-06-01-23_59_Landsat_4-5_TM_L2_False_color","1","imager after is snowy"
"Iceland","Iceland","Iceland","Iceland","Skeiðarárjökull","RGI60-06.00475","1561.218","Grímsvötn/Gjálp","ice – volc","-17.28979","64.41522","Skeiðará","1996-11-05","","","subglacial","","","","","3600","","","gaged at Skeiðará","50000","","","gaged at Skeiðará","15 million US$ damage,bridges, power lines, roads etc.","x","","","x","x","","x","","","","","volcanically induced lake outburst; Other values found: Qp = 45000 – 53000 m³/s, V0 = 3200 106 m³","1998","Snorrason, A., Jónsson, P., Pálsson, S., Árnason, S., Sigurðsson, O., Víkingsson, S., ... & Zóphóníasson, S. (1997). Hlaupið á Skeiðarársandi haustið 1996. Útbreiðsla, rennsli og aurburður. Vatnajökull. Gos og hlaup 1996, 79-137. & Björnsson, H. (1998). Hydrological characteristics of the drainage system beneath a surging glacier. Nature, 395(6704), 771-774. CITED IN Roberts, M. J., Russell, A. J., Tweed, F. S., & Knudsen, O. S. K. A. R. (2002). Controls on the development of supraglacial floodwater outlets during jokulhlaups. IAHS PUBLICATION, 71-76.; Björnsson, H. (1998). Hydrological characteristics of the drainage system beneath a surging glacier. Nature, 395(6704), 771-774.; Tweed, F., 2020 (pers. Comm.); Bergur Einarsson (2020, pers. Comm.); Johannesson, T. (2002). Propagation of a subglacial flood wave during the initiation of a jökulhlaup. Hydrological Sciences Journal, 47(3), 417-434.","","","","","","","","","","","","","",""
"Iceland","Iceland","Iceland","Iceland","Sandfellsjökull/Kötlujökull","RGI60-06.00328","145,022","unknown","unknown","","","Leirá","1997-07","","","unknown","","","","","","","","","","","","","","","","","","","","","","","","","","unknown","Bergur Einarsson (2020, pers. Comm.); Gissur Jóhannesson","","","","","","","","","","","","","",""
"Iceland","Iceland","Iceland","Iceland","Brúarjökull","RGI60-06.00377","1428.724","Lagoon southwest of Hnútulón","ice","-16.29814073","64.74515005","Kverká","1997-07","1997-07-15","1997-08-06","subglacial","","","","","","","","","","","","","","","","","","","","","","","","","Photos: 15th of July - reservoir full (Thorhallur Thorsteinn), 28th of July – reservoir half empty (Dagr Kristmundsson)","unknown","Bergur Einarsson (2020, pers. Comm.); Thorhallur Thorsteinsson; Dagr Kristmundsson","","1116221","","1997-07-21","Landsat 5","1997-07-21-00_00_1997-07-21-23_59_Landsat_4-5_TM_L2_False_color","2","245677","","1997-08-06","Landsat 5","1997-08-06-00_00_1997-08-06-23_59_Landsat_4-5_TM_L2_False_color","1","lake area ice-covered afterwards"
"Iceland","Iceland","Iceland","Iceland","Skeiðarárjökull","RGI60-06.00475","1561.218","Norðurdalslón 1","ice","-17.1148912","64.11896907","Skeiðará","1997","1997-06-26","1997-08-13","subglacial","","","","","","","","","","","","","","","","","","","","","","","","","","2023","Georg Veh","","366299","","1997-06-26","Landsat 5","1997-06-26-00_00_1997-06-26-23_59_Landsat_4-5_TM_L2_False_color","2","65681","","1997-08-13","Landsat 5","1997-08-13-00_00_1997-08-13-23_59_Landsat_4-5_TM_L2_False_color","1","lake area after is a guess, could also be empty. Covered by icebergs"
"Iceland","Iceland","Iceland","Iceland","Skeiðarárjökull","RGI60-06.00475","1561.218","Norðurdalslón 2","ice","-17.11329888","64.1105885","Skeiðará","1997","1997-06-26","1997-08-13","subglacial","","","","","","","","","","","","","","","","","","","","","","","","","","2023","Georg Veh","","129269","","1997-06-26","Landsat 5","1997-06-26-00_00_1997-06-26-23_59_Landsat_4-5_TM_L2_False_color","2","18074","","1997-08-13","Landsat 5","1997-08-13-00_00_1997-08-13-23_59_Landsat_4-5_TM_L2_False_color","1","lake area after is a guess, could also be empty. Covered by icebergs"
"Iceland","Iceland","Iceland","Iceland","Skeiðarárjökull","RGI60-06.00475","1561.218","Norðurdalslón 3","ice","-17.11074658","64.10064922","Skeiðará","1997","1997-06-26","1997-08-13","subglacial","","","","","","","","","","","","","","","","","","","","","","","","","","2023","Georg Veh","","401182","","1997-06-26","Landsat 5","1997-06-26-00_00_1997-06-26-23_59_Landsat_4-5_TM_L2_False_color","2","87099","","1997-08-13","Landsat 5","1997-08-13-00_00_1997-08-13-23_59_Landsat_4-5_TM_L2_False_color","1","lake area after is a guess, could also be empty. Covered by icebergs"
"Iceland","Iceland","Iceland","Iceland","Skeiðarárjökull","RGI60-06.00475","1561.218","Norðurdalslón 4","ice","-17.1344019","64.10067287","Skeiðará","1997","1997-06-26","1997-08-13","subglacial","","","","","","","","","","","","","","","","","","","","","","","","","","2023","Georg Veh","","307281","","1997-06-26","Landsat 5","1997-06-26-00_00_1997-06-26-23_59_Landsat_4-5_TM_L2_False_color","2","42546","","1997-08-13","Landsat 5","1997-08-13-00_00_1997-08-13-23_59_Landsat_4-5_TM_L2_False_color","1","lake area after is a guess, could also be empty. Covered by icebergs"
"Iceland","Iceland","Iceland","Iceland","Skaftárjökull","RGI60-06.00416","757.308","Eastern Skaftár cauldron","ice – volc","-17.51142","64.486","Skaftá","1997-08","","","subglacial","","","","","184","","","gaged at Skaftá","728","","","gaged at Skaftá","","","","","","","","","","","","","","2002","Bergur Einarsson (2020, pers. Comm.); Zóphóníasson, S. (2002). Rennsli í Skaftárhlaupum 1955-2002. National Energy Authority report.","","","","","","","","","","","","","",""
"Iceland","Iceland","Iceland","Iceland","Sylgjujökull","RGI60-06.00473","181.416","Hamarslón","ice","-17.859686","64.492954","Kaldakvísl","1997-09","1997-09-05","1997-09-23","unknown","","","","","","","","","","","","","","","","","","","","","","","","","","2023","Georg Veh","","1248379","","1997-09-05","Landsat 5","1997-09-05-00_00_1997-09-05-23_59_Landsat_4-5_TM_L2_False_color","2","0","","1997-09-23","Landsat 5","1997-09-23-00_00_1997-09-23-23_59_Landsat_4-5_TM_L2_False_color","2",""
"Iceland","Iceland","Iceland","Iceland","Skaftárjökull","RGI60-06.00416","757.308","Western Skaftár cauldron","ice – volc","-17.61414","64.49656","Skaftá","1997-08","","","subglacial","","","","","60","","","gaged at Skaftá","169","","","gaged at Skaftá","","","","","","","","","","","","","","2002","Bergur Einarsson (2020, pers. Comm.); Zóphóníasson, S. (2002). Rennsli í Skaftárhlaupum 1955-2002. National Energy Authority report.","","","","","","","","","","","","","",""
"Iceland","Iceland","Iceland","Iceland","Vatnajökull","","","unknown","unknown","","","Jökulsá á Fjöllum","1997-09-03","1997-09-03","1997-09-05","unknown","","","","","","","","","","","","","","","","","","","","","","","","","","unknown","Bergur Einarsson (2020, pers. Comm.)","","","","","","","","","","","","","",""
"Iceland","Iceland","Iceland","Iceland","Vatnajökull","","","unknown","unknown","","","Jökulsá á Dal","1997-09-28","1997-09-28","1997-09-30","unknown","","","","","21","","","gaged at Jökulsá á Dal","288","","","gaged at Jökulsá á Dal","","","","","","","","","","","","","","unknown","Bergur Einarsson (2020, pers. Comm.)","","","","","","","","","","","","","",""
"Iceland","Iceland","Iceland","Iceland","Kverkjökull","RGI60-06.00409","26.1","unknown","unknown","-16.698146","64.651054","Volga","1997-09-28","1997-09-28","1997-09-29","unknown","","","","","1","","","gaged at Jökulsá á Fjöllum","66","","","gaged at Jökulsá á Fjöllum","","","","","","","","","","","","","could be just a rain peak","unknown","Bergur Einarsson (2020, pers. Comm.)","","","","","","","","","","","","","",""
"Iceland","Iceland","Iceland","Iceland","Koeldukvislarjoekull","RGI60-06.00424","319.463","Lake west of Hamarslón","ice","-17.92481549","64.5001799","","","1997-09-23","1998-05-28","","","","","","","","","","","","","","","","","","","","","","","","","","","2023","Georg Veh","","656230","","1997-09-23","Landsat 5","1997-09-23-00_00_1997-09-23-23_59_Landsat_4-5_TM_L2_False_color","2","0","0","1998-05-28","Landsat 5","1998-05-28-00_00_1998-05-28-23_59_Landsat_4-5_TM_L2_False_color","1","imager after is snowy"
